,nom,etablissement,Date,adresse,commune,prix
449,Eva Peron,Théâtre Darius Milhaud,<b>Du 11 novembre 2023 au 27 janvier 2024</b>,80 allée Darius-Milhaud,Paris 19e,13-15 €
450,Painkiller,La Colline - Théâtre national,<b>Du 6 mars 2024 au 30 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-36 €
451,Porn For The Blind,Théâtre des Béliers Parisiens,<b>Du 21 janvier 2024 au 11 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,30-40 €
452,"Les Petits Chevaux, une histoire d'enfants des Lebensborn",Théâtre de la Reine Blanche,<b>Du 10 février 2024 au 9 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-28 €
453,Le Moment psychologique,La Scala Paris,<b>Du 1 février 2024 au 11 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-46 €
454,PUNK.E.S,La Scala Paris,<b>Du 27 mars 2024 au 6 avril 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-46 €
455,L'Addition,Théâtre Silvia Monfort,<b>Du 30 janvier 2024 au 3 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
456,Huit rois (nos présidents) - Intégrale,Théâtre 13 - Glacière,<b>Du 15 juin 2024 au 29 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,50 €
457,Nos âmes faibles,La Manufacture des Abbesses,<b>Du 22 janvier 2024 au 14 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
458,Alexandra et Dominique Duvivier - Signatures,Le Double Fond,<b>Du 22 mars 2024 au 19 juillet 2024</b>,6 rue Pierre-au-Lard,Paris 4e,unknown
459,Brasser de l'air et s'envoler,La Flèche,<b>Du 10 janvier 2024 au 13 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-22 €
460,Le Tissu des rêves,Théâtre Darius Milhaud,<b>Du 13 janvier 2024 au 16 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-20 €
461,Les Doubles Vies de Sarah Bernhardt,Théâtre Darius Milhaud,<b>Du 10 décembre 2023 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-15 €
462,Le Journal d'un fou,Théâtre L'Essaïon,<b>Du 19 avril 2024 au 27 juillet 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-28 €
463,Old up,Théâtre de la Reine Blanche,<b>Du 17 janvier 2024 au 18 février 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-22 €
464,"Jean Zay, l'homme complet",Théâtre L'Essaïon,<b>Du 16 janvier 2024 au 26 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-28 €
465,La Meringue du souterrain,Théâtre du Rond-Point,<b>Du 5 juin 2024 au 15 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,34 €
466,Poings,Théâtre Silvia Monfort,<b>Du 26 avril 2024 au 4 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-29 €
467,Dispak Dispac'h,Théâtre Silvia Monfort,<b>Du 21 mars 2024 au 31 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,unknown
468,RAPT,Le Centquatre (104),<b>Du 24 janvier 2024 au 27 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,15-22 €
469,Huit rois (nos présidents) - J. Chirac / F. Mitterrand,Théâtre 13 - Glacière,<b>Du 14 juin 2024 au 27 juin 2024</b>,6 rue Pierre-au-Lard,Paris 4e,28 €
470,Tellement sympa,IVT - International Visual Théâtre,<b>Du 5 mars 2024 au 18 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,7-28 €
471,Une vampire au soleil,Théâtre Dunois,<b>Du 27 février 2024 au 9 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,11-18 €
472,Dr Jekyll and Mr Hyde,Alhambra,<b>Le 14 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,24 €
473,Sur les ruines de Babel L,La Divine Comédie,<b>Du 8 janvier 2024 au 12 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,18-23 €
474,Okiss,La Flèche,<b>Du 13 janvier 2024 au 16 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-22 €
475,Le Cri,Théâtre Darius Milhaud,<b>Du 9 janvier 2024 au 26 mars 2024</b>,6 rue Pierre-au-Lard,Paris 4e,13-20 €
476,La nuit c'est comme ça,Les Plateaux sauvages,<b>Du 22 avril 2024 au 30 avril 2024</b>,6 rue Pierre-au-Lard,Paris 4e,6-33 €
477,Armande Sanseverino / Gaël Germain : En pièce jointe,Les Plateaux sauvages,<b>Du 13 mai 2024 au 17 mai 2024</b>,6 rue Pierre-au-Lard,Paris 4e,6-33 €
478,Marcus,Comédie Bastille,<b>Du 16 septembre 2023 au 30 décembre 2023</b>,6 rue Pierre-au-Lard,Paris 4e,13-43 €
479,Pôvre vieille démocrasseuse,Théâtre L'Essaïon,<b>Du 8 octobre 2023 au 14 janvier 2024</b>,6 rue Pierre-au-Lard,Paris 4e,16-28 €
480,Adieu Marquise,Théâtre du Nord-Ouest,<b>À partir du  29 décembre 2022.</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,unknown
481,L'Ingénu,Théâtre L'Essaïon,<b>Du 1 mars 2024 au 31 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,13-28 €
482,Artaud passion,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 22 février 2024 au 10 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
483,Un soir avec... Charles Berling,Théâtre des Mathurins,<b>Le 29 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,13-29 €
484,Le Papier peint jaune,Théâtre de la Reine Blanche,<b>Du 13 mars 2024 au 14 avril 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-22 €
485,Looking for Jaurès,Théâtre L'Essaïon,<b>Du 23 janvier 2024 au 2 avril 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,16-28 €
486,"Quand je serai grande... tu seras une femme, ma fille",Théâtre L'Essaïon,<b>Le 27 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-28 €
487,Calek,La Scala Paris,<b>Du 27 janvier 2024 au 4 février 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,19-28 €
488,Qui a besoin du ciel,Le Centquatre (104),<b>Du 25 janvier 2024 au 10 février 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,15-22 €
489,Il faut rendre à Césaire,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 16 mai 2024 au 26 mai 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
490,Dreyfus,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 27 janvier 2024 au 3 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-24 €
491,L’Abolition des privilèges,Théâtre 13 - Bibliothèque,<b>Du 20 mars 2024 au 30 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,28 €
492,Clôture de l'amour,Théâtre 14,<b>Du 23 avril 2024 au 4 mai 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-28 €
493,Heroe(s) 2,Théâtre Dunois,<b>Du 9 janvier 2024 au 16 janvier 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,11-18 €
494,Il faudra que tu m’aimes le jour où j’aimerai pour la première fois sans toi,Théâtre Paris-Villette,<b>Du 8 mars 2024 au 24 mars 2024</b>,211 avenue Jean-Jaurès Parc de La Villette,Paris 19e,14-26 €
495,Gelsomina,À la Folie Théâtre,<b>Du 7 janvier 2024 au 5 mai 2024</b>,23 rue de la Huchette,Paris 5e,18-24 €
496,Le Prince à la tête de coton,La Flèche,<b>Du 13 janvier 2024 au 16 mars 2024</b>,23 rue de la Huchette,Paris 5e,16-22 €
497,Et tu n'es pas revenu,Théâtre du Nord-Ouest,<b>À partir du  27 mars 2023.</b>,23 rue de la Huchette,Paris 5e,unknown
498,Confidences,Théâtre du Nord-Ouest,<b>Du 23 juin 2023 au 29 décembre 2023</b>,23 rue de la Huchette,Paris 5e,unknown
499,Montée aux calvaires,Théâtre Darius Milhaud,<b>Du 15 décembre 2023 au 26 janvier 2024</b>,23 rue de la Huchette,Paris 5e,13-15 €
500,L'Homme et son pantalon,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 11 avril 2024 au 21 avril 2024</b>,23 rue de la Huchette,Paris 5e,11-24 €
501,Le Premier Sexe ou la grosse arnaque de la virilité,Théâtre de la Reine Blanche,<b>Du 2 juin 2024 au 9 juin 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
502,L'Aquoiboniste,Le Théâtre Libre,<b>Du 1 février 2024 au 24 mars 2024</b>,23 rue de la Huchette,Paris 5e,25 €
503,La Femme à qui rien n'arrive,La Scala Paris,<b>Du 6 février 2024 au 20 mars 2024</b>,23 rue de la Huchette,Paris 5e,25 €
504,"Ana, une jeune femme au camp",Comédie Saint-Michel,<b>Du 18 novembre 2023 au 7 janvier 2024</b>,23 rue de la Huchette,Paris 5e,22-35 €
505,Inadaptés,Comédie Nation,<b>Du 5 janvier 2024 au 9 février 2024</b>,23 rue de la Huchette,Paris 5e,16-22 €
506,SPERM,Théâtre de la Reine Blanche,<b>Du 2 avril 2024 au 11 mai 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
507,La Fête du slip,Théâtre de la Reine Blanche,<b>Du 8 mai 2024 au 14 juin 2024</b>,23 rue de la Huchette,Paris 5e,11-22 €
508,Monsieur Henri raconte,Le Funambule Montmartre,<b>Du 17 janvier 2024 au 1 mai 2024</b>,23 rue de la Huchette,Paris 5e,11-33 €
509,Paroles de parents,Théâtre de la Huchette,<b>Du 15 janvier 2024 au 12 février 2024</b>,23 rue de la Huchette,Paris 5e,23 €
510,Rossignol à la langue pourrie,Théâtre L'Essaïon,<b>Du 28 janvier 2024 au 18 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-28 €
511,LIVE,Théâtre de la Ville - Sarah Bernhardt,<b>Du 17 février 2024 au 23 février 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
512,En travers de sa gorge,Théâtre du Rond-Point,<b>Du 6 mars 2024 au 16 mars 2024</b>,2 bis passage Ruelle,Paris 18e,42 €
513,Une saison de machettes,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 25 avril 2024 au 12 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-24 €
514,Qui a peur ?,Théâtre 14,<b>Du 7 mai 2024 au 25 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
515,Les Enchantements,Théâtre Ouvert,<b>Du 15 janvier 2024 au 27 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,9-15 €
516,Corde. raide,Théâtre de la Tempête - Cartoucherie,<b>Du 19 avril 2024 au 5 mai 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
517,Brady,L'Étoile du Nord,<b>Le 2 février 2024</b>,2 bis passage Ruelle,Paris 18e,6 €
518,Michetonneuse,Apollo Théâtre,<b>Du 18 janvier 2024 au 31 mars 2024</b>,2 bis passage Ruelle,Paris 18e,24-29 €
519,Mars Exploration,Les Plateaux sauvages,<b>Du 11 janvier 2024 au 19 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,6-33 €
520,Nous ne sommes plus...,Les Plateaux sauvages,<b>Du 28 février 2024 au 12 mars 2024</b>,2 bis passage Ruelle,Paris 18e,6-33 €
521,Merci pour la lumière,Comédie des Trois Bornes,<b>Du 16 septembre 2023 au 27 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,15 €
522,Holyshit !,Théâtre de la Reine Blanche,<b>Du 13 février 2024 au 23 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-22 €
523,Riveraines,Théâtre de la Reine Blanche,<b>Du 14 mai 2024 au 15 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-22 €
524,Flammes de science - Prix No'Bell,Théâtre de la Reine Blanche,<b>Du 27 mars 2024 au 25 avril 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
525,Lettres non-écrites,Théâtre du Rond-Point,<b>Du 23 avril 2024 au 27 avril 2024</b>,36 rue Bichat,Paris 10e,16 €
526,Contes d'État,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 29 février 2024 au 23 mars 2024</b>,36 rue Bichat,Paris 10e,18 €
527,Céline,Le Centquatre (104),<b>Du 18 janvier 2024 au 20 janvier 2024</b>,36 rue Bichat,Paris 10e,11-16 €
528,Barbara (par Barbara),Le Centquatre (104),<b>Du 7 février 2024 au 9 février 2024</b>,36 rue Bichat,Paris 10e,13-20 €
529,Pères,Le Centquatre (104),<b>Du 25 janvier 2024 au 27 janvier 2024</b>,36 rue Bichat,Paris 10e,unknown
530,Bartleby le scribe,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 15 février 2024 au 25 février 2024</b>,36 rue Bichat,Paris 10e,11-24 €
531,Du pain et des jeux,Théâtre 13 - Bibliothèque,<b>Du 23 avril 2024 au 4 mai 2024</b>,36 rue Bichat,Paris 10e,28 €
532,L'Âge de détruire,Théâtre Ouvert,<b>Du 12 mars 2024 au 23 mars 2024</b>,36 rue Bichat,Paris 10e,9-15 €
533,Je vis dans une maison qui n’existe pas,Théâtre Ouvert,<b>Du 11 avril 2024 au 16 avril 2024</b>,36 rue Bichat,Paris 10e,9-15 €
534,Qu’est-ce que tu crois ?,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 24 mai 2024 au 25 mai 2024</b>,36 rue Bichat,Paris 10e,14-22 €
535,Traversées,IVT - International Visual Théâtre,<b>Du 23 mars 2024 au 24 mars 2024</b>,36 rue Bichat,Paris 10e,7-28 €
536,"La Lecture, un tabou",IVT - International Visual Théâtre,<b>Le 16 mai 2024</b>,36 rue Bichat,Paris 10e,16 €
537,Naissance(s),Théâtre de la Bastille,<b>Le 21 avril 2024</b>,36 rue Bichat,Paris 10e,unknown
538,L'Archipel,Théâtre Dunois,<b>Du 6 mai 2024 au 17 mai 2024</b>,36 rue Bichat,Paris 10e,11-18 €
539,Jane Eyre,Laurette Théâtre,<b>Du 26 janvier 2024 au 23 février 2024</b>,36 rue Bichat,Paris 10e,13-19 €
540,Sous influence,La Flèche,<b>Du 12 janvier 2024 au 15 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-22 €
541,Senora Tentacion,Les Plateaux sauvages,<b>Du 26 février 2024 au 9 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,6-33 €
542,Le Sang des louves,Théâtre du Nord-Ouest,<b>Du 7 octobre 2023 au 23 décembre 2023</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
543,L'Art du rire,La Scala Paris,<b>Du 11 janvier 2024 au 12 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,15-36 €
544,De la morue - Cartographie 6,Théâtre de l'Atelier,<b>Du 24 avril 2024 au 19 juin 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-35 €
545,Majola,Théâtre L'Essaïon,<b>Du 8 avril 2024 au 20 mai 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16-28 €
546,Rembrandt sous l’escalier,Théâtre L'Essaïon,<b>Du 25 mars 2024 au 11 juin 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,13-28 €
547,Jogging,Théâtre Silvia Monfort,<b>Du 22 mai 2024 au 25 mai 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,11-29 €
548,Tamara Al Saadi - PARTIE,Théâtre Silvia Monfort,<b>Du 2 avril 2024 au 6 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
549,La Brande,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 23 janvier 2024 au 5 février 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,18 €
550,Capharnaüm,Théâtre de la Cité Internationale - Cité Internationale Universitaire,<b>Du 25 avril 2024 au 27 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,18 €
551,Tamara Al Saadi - PARTIE,Le Centquatre (104),<b>Du 19 janvier 2024 au 21 janvier 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
552,Jusqu’à présent personne n’a ouvert mon crâne pour voir s’il y avait un cerveau dedans,Le Centquatre (104),<b>Du 24 janvier 2024 au 27 janvier 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,unknown
553,Le Cimetière des voitures,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 4 avril 2024 au 21 avril 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,11-24 €
554,Video-Like,Maison des métallos,<b>Du 12 mars 2024 au 16 mars 2024</b>,94 rue Jean-Pierre Timbaud,Paris 11e,16 €
555,Transversari,Maison des métallos,<b>Du 27 mars 2024 au 29 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16 €
556,M.A.D ! Je te promets la forêt rebelle,Théâtre de la Tempête - Cartoucherie,<b>Du 6 juin 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
557,Je suis perdu,Théâtre de la Tempête - Cartoucherie,<b>Du 7 juin 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,11-26 €
558,Fin (Faim),L'Étoile du Nord,<b>Du 8 février 2024 au 9 février 2024</b>,2 bis passage Ruelle,Paris 18e,11 €
559,Big bang circus,La Manufacture des Abbesses,<b>Du 17 janvier 2024 au 16 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-29 €
560,Le Mariage de Figaro,Théâtre Montmartre Galabru,<b>Du 21 janvier 2024 au 24 mars 2024</b>,2 bis passage Ruelle,Paris 18e,15-22 €
561,"Allez, roule !",Théo Théâtre,<b>Du 2 février 2024 au 26 avril 2024</b>,2 bis passage Ruelle,Paris 18e,18 €
562,À qui elle s'abandonne,La Flèche,<b>Du 11 janvier 2024 au 14 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-22 €
563,King,La Flèche,<b>Du 12 janvier 2024 au 15 mars 2024</b>,2 bis passage Ruelle,Paris 18e,16-22 €
564,Crossed,Théâtre Darius Milhaud,<b>Du 8 janvier 2024 au 25 mars 2024</b>,2 bis passage Ruelle,Paris 18e,13-20 €
565,Méchant.e,Théâtre du Gouvernail,<b>Du 22 novembre 2023 au 30 janvier 2024</b>,2 bis passage Ruelle,Paris 18e,unknown
566,Le Chef-d’œuvre inconnu,Théâtre L'Essaïon,<b>Du 7 avril 2024 au 23 juin 2024</b>,2 bis passage Ruelle,Paris 18e,16-28 €
567,Flammes de science - Exil intérieur,Théâtre de la Reine Blanche,<b>Du 29 mars 2024 au 28 avril 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
568,Rimbaud cavalcades !,Théâtre L'Essaïon,<b>Du 25 mars 2024 au 25 juin 2024</b>,2 bis passage Ruelle,Paris 18e,13-28 €
569,Marcus et les siens,Théâtre de la Reine Blanche,<b>Du 7 février 2024 au 10 mars 2024</b>,2 bis passage Ruelle,Paris 18e,11-28 €
570,La Fille qui a tout mangé et autres petits camarades,Théâtre de la Reine Blanche,<b>Du 11 janvier 2024 au 3 février 2024</b>,5 rue des Plâtrières,Paris 20e,11-22 €
571,Flammes de science - L'Affaire Rosalind Franklin,Théâtre de la Reine Blanche,<b>Du 7 mai 2024 au 9 juin 2024</b>,5 rue des Plâtrières,Paris 20e,11-28 €
572,Eddy s'évade !,Théâtre Mélo d'Amélie,<b>Du 11 janvier 2024 au 25 avril 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
573,À la vie !,Théâtre Silvia Monfort,<b>Du 6 mars 2024 au 16 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
574,Habiter,Théâtre Silvia Monfort,<b>Du 23 mars 2024 au 28 mars 2024</b>,5 rue des Plâtrières,Paris 20e,11-29 €
575,Les Frères Sagot,Le Centquatre (104),<b>Du 25 janvier 2024 au 27 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
576,L'Arbre à sang,Le Centquatre (104),<b>Du 2 février 2024 au 10 février 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
577,EXPLOSIF,Théâtre de l'Épée de Bois - Cartoucherie,<b>Du 16 mai 2024 au 2 juin 2024</b>,5 rue des Plâtrières,Paris 20e,11-24 €
578,Sans humain à l'intérieur,Le Mouffetard - Théâtre des arts de la marionnette,<b>Du 27 février 2024 au 10 mars 2024</b>,5 rue des Plâtrières,Paris 20e,14-22 €
579,Un océan d'amour,IVT - International Visual Théâtre,<b>Du 4 avril 2024 au 6 avril 2024</b>,5 rue des Plâtrières,Paris 20e,7-28 €
580,Constellations,IVT - International Visual Théâtre,<b>Du 18 janvier 2024 au 21 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,7-28 €
581,You have to be deaf to understand,IVT - International Visual Théâtre,<b>Du 25 avril 2024 au 27 avril 2024</b>,5 rue des Plâtrières,Paris 20e,16 €
582,Aurore Evain - Conférence sur le Matrimoine,Théâtre de la Bastille,<b>Le 1 mars 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
583,L'Épidémie,Théâtre de Nesle,<b>Du 13 janvier 2024 au 21 janvier 2024</b>,5 rue des Plâtrières,Paris 20e,unknown
584,Terrain vague,Les Plateaux sauvages,<b>Du 29 janvier 2024 au 3 février 2024</b>,5 rue des Plâtrières,Paris 20e,6-33 €
585,Don Juan,Théâtre Montmartre Galabru,<b>Du 19 janvier 2024 au 5 avril 2024</b>,76 rue de la Roquette,Paris 11e,15-22 €
586,Radio Live : La relève : Les vivantes,Chaillot – Théâtre National de la Danse,<b>Du 24 avril 2024 au 27 avril 2024</b>,76 rue de la Roquette,Paris 11e,45 €
587,Hortense Belhôte : Et la marmotte ?,Chaillot – Théâtre National de la Danse,<b>Le 15 juin 2024</b>,76 rue de la Roquette,Paris 11e,unknown
588,Les Mémoires de Paul Palandin,Le Grand Point Virgule,<b>Le 11 janvier 2024</b>,76 rue de la Roquette,Paris 11e,17-35 €
589,Monsieur Motobécane,Théâtre du Petit Saint-Martin,<b>Du 25 avril 2024 au 1 juin 2024</b>,76 rue de la Roquette,Paris 11e,32 €
590,"I am the same, yet so different",Le Centquatre (104),<b>Du 19 janvier 2024 au 20 janvier 2024</b>,76 rue de la Roquette,Paris 11e,unknown
591,Comme le nageur au fond des mers,Théâtre Ouvert,<b>Du 30 janvier 2024 au 10 février 2024</b>,76 rue de la Roquette,Paris 11e,15 €
592,Le Prix de l'or,Théâtre Ouvert,<b>Du 10 juin 2024 au 20 juin 2024</b>,76 rue de la Roquette,Paris 11e,11-15 €
593,Play War,IVT - International Visual Théâtre,<b>Du 1 février 2024 au 2 février 2024</b>,76 rue de la Roquette,Paris 11e,7-28 €
594,Les confinés,IVT - International Visual Théâtre,<b>Du 6 juin 2024 au 9 juin 2024</b>,76 rue de la Roquette,Paris 11e,7-28 €
595,Travol'Time,L'Étoile du Nord,<b>Le 24 mai 2024</b>,76 rue de la Roquette,Paris 11e,11 €
596,Agathe Charnet - Éco-féminismes : repenser nos liens aux vivant·e·s,L'Étoile du Nord,<b>Le 25 mai 2024</b>,76 rue de la Roquette,Paris 11e,6 €
597,Parcours littéraire #2 Lucie Rico - Écrire plusieurs langages,L'Étoile du Nord,<b>Le 8 mars 2024</b>,76 rue de la Roquette,Paris 11e,6 €
598,Parcours littéraire #3 Lucie Rico : Lecture performée de « La partie »,L'Étoile du Nord,<b>Le 1 juin 2024</b>,76 rue de la Roquette,Paris 11e,6 €
599,Longwy-Texas,Théâtre de la Bastille,<b>Du 4 mars 2024 au 6 mars 2024</b>,76 rue de la Roquette,Paris 11e,28 €
